date,location
2022-09-05 18:25:59-05:00,"(43.8222666764, -91.2547732517)"
2022-09-05 14:28:18-05:00,"(40.0691750027, -88.5605)"
2022-09-04 10:18:05-04:00,"(40.02533605, -86.49177415)"
2022-09-06 17:59:51-05:00,"(41.5266810568, -87.4293006414)"
2022-09-07 11:37:57-04:00,"(39.71450955, -85.8858037167)"
2022-08-18 00:00:00,"(42.730427, -84.484895)"
2022-08-25 10:55:08-05:00,"(44.5492668454, -95.3757684267)"
2022-09-09 08:41:42-05:00,
2022-09-09 11:54:57-05:00,"(42.7492704408, -94.4976162256)"
2022-09-13 09:53:52-04:00,"(39.9092701357, -86.3853508607)"
2022-09-13 10:21:09-05:00,"(42.5209702755, -90.7065954802)"
2022-09-12 11:51:00-05:00,"(45.0358207161, -93.0624927822)"
2022-09-13 16:50:42-05:00,"(43.1118583333, -89.3720166667)"
2022-09-13 16:50:24-05:00,"(43.1118388333, -89.3720633333)"
2022-09-13 16:50:11-05:00,"(43.1118361667, -89.3720783333)"
2022-09-13 16:49:47-05:00,"(43.1118388333, -89.3720866667)"
2022-08-29 15:01:08-04:00,"(41.7311466667, -82.671145)"
2022-09-05 08:42:22-04:00,"(38.797513, -79.879806)"
2022-09-18 14:17:16-05:00,"(44.95254938, -93.21445928)"
2022-09-20 11:43:29-05:00,"(44.4600661286, -88.0534791761)"
2022-09-20 17:06:59-05:00,"(44.882605, -93.01825)"
2022-09-22 13:58:23-05:00,"(44.3513142156, -97.0676552901)"
2022-09-22 13:27:49-05:00,"(36.4243197636, -94.2153315449)"
2022-09-22 10:52:00-04:00,"(41.548519, -83.60967)"
2022-09-24 10:19:53-05:00,"(38.7486512214, -93.7531104684)"
2022-09-24 11:26:05-05:00,"(41.6885942873, -87.5748628658)"
2022-09-25 10:56:00-05:00,"(39.0423366667, -92.23497)"
2022-09-25 18:04:55-05:00,"(43.4941182984, -96.6791327019)"
2022-09-25 17:43:00-05:00,"(39.7109638889, -91.355025)"
2022-09-26 16:31:52-05:00,"(38.73702, -90.190255)"
2022-09-24 17:11:00-05:00,"(41.9631998, -87.6331366)"
2022-09-27 13:11:30-05:00,"(43.930654, -91.27493499)"
2022-09-28 16:12:31-05:00,"(43.92879875, -91.26340953)"
2022-09-29 15:30:40-05:00,"(33.8854319325, -94.8261755019)"
2022-10-01 12:49:29-05:00,"(41.178265175, -89.6088581201)"
2022-09-25 18:48:15-05:00,"(41.9593751636, -87.7139710262)"
2022-08-27 19:22:00+05:30,"(13.75448, 79.60128)"
2022-09-29 12:19:50-05:00,"(35.8100783333, -90.6284333333)"
2022-09-29 12:09:36-05:00,"(35.8100366667, -90.6293333333)"
2022-10-02 14:45:01-05:00,"(38.7898212997, -91.4659704997)"
2022-10-02 14:41:08-05:00,"(38.7896374997, -91.4660743997)"
2022-09-11 14:55:38-05:00,"(35.3658216667, -94.3490133333)"
2022-10-03 18:18:31-04:00,"(42.7135443185, -84.3422016129)"
2022-10-05 09:28:13-05:00,"(44.7169333333, -93.1440721667)"
2022-10-06 11:08:03-05:00,"(41.9767164, -87.7760919)"
2022-10-06 14:05:32-05:00,"(44.2243041992, -96.6891098022)"
2022-10-08 09:30:42-05:00,"(27.6724299209, -97.3502260782)"
2022-07-15 19:27:03-05:00,"(39.0685751798, -94.1558199106)"
2022-07-15 19:28:16-05:00,"(39.0684972732, -94.1559046611)"
2022-10-09 16:59:01-05:00,"(42.6409235503, -95.2139142655)"
2022-10-09 18:43:56-05:00,"(30.2221344712, -97.7740163665)"
2022-10-11 15:01:37-05:00,"(41.2578777, -96.0085111)"
2022-10-15 13:40:17-05:00,"(41.96302821, -87.6342858)"
2022-10-17 10:42:43-05:00,"(35.82328, -90.43933)"
2022-10-17 10:35:20-05:00,"(35.8224133333, -90.4382466667)"
2022-10-17 10:23:58-05:00,"(35.8219533333, -90.437325)"
2022-10-14 11:12:00-05:00,"(44.4456838789, -88.0109488964)"
2022-09-20 18:49:33-05:00,"(34.785825, -92.3321083333)"
2022-10-17 10:48:12+02:00,"(45.7834098853, 12.3050088547)"
2022-10-23 15:18:21-05:00,"(44.7686600848, -93.6053009704)"
2022-10-29 13:54:42-05:00,"(30.3959805556, -97.9025972222)"
2022-11-09 11:01:48-06:00,"(29.9442333333, -97.9065866667)"
2022-10-08 09:39:51-05:00,"(34.2420116667, -91.1161721667)"
2022-11-11 10:57:00-06:00,"(30.25695556, -95.5624)"
2022-11-02 10:16:19-05:00,"(29.2182083333, -98.4147333333)"
2022-11-09 11:02:01-06:00,"(29.9441916667, -97.9065783333)"
2022-11-24 20:18:00-05:00,"(9.411761, -82.594307)"
2022-11-26 18:49:00-05:00,"(9.4916409629, -82.6095244288)"
2022-11-26 17:08:47-05:00,"(8.2534481163, -81.1879140884)"
2022-11-24 12:07:28-06:00,"(29.4032633333, -98.48722)"
2022-11-28 11:19:00-05:00,"(9.4507634135, -82.5222839043)"
2022-11-28 22:20:00-05:00,"(9.4507627521, -82.5223328546)"
2022-06-03 15:47:00-05:00,"(34.3727947299, -90.7377986306)"
2022-08-12 00:53:00-04:00,"(42.4649028737, -73.790627806)"
2022-09-24 10:32:48-05:00,"(41.190323, -87.966003)"
2022-09-18 00:00:00,"(44.9072190944, 9.7973427549)"
2019-08-09 12:39:00-05:00,"(44.8827788466, -93.8724823563)"
2017-07-16 07:16:00+02:00,"(43.7374179884, 13.1909116627)"
2017-08-09 06:54:00+02:00,"(43.7373962343, 13.1908670236)"
2022-10-02 15:34:00-05:00,"(43.2456392669, -89.4315195135)"
2023-03-02 12:25:17-06:00,"(41.15559179, -97.5574193)"
2016-09-11 18:06:00+02:00,"(43.5315176473, 13.290498635)"
2023-03-25 17:53:43-05:00,"(30.0309481483, -97.8428853219)"
2023-04-28 10:33:24-05:00,"(29.7689082194, -95.3608406336)"
2023-04-28 18:39:38-06:00,"(25.7546298544, -100.3019333258)"
2023-04-29 10:38:07-07:00,"(23.9200040178, -106.9761682302)"
2023-05-01 19:01:00-04:00,"(30.5137472222, -84.2876361111)"
2023-05-06 17:04:00+02:00,"(41.0098966667, 9.5870933333)"
2023-04-02 19:51:00-03:00,"(-41.602897, -65.353619)"
2023-05-16 10:34:20-05:00,"(36.603, -89.4916)"
2023-05-20 19:50:19-05:00,"(38.614213, -90.3138708)"
2023-05-24 09:32:59-05:00,"(39.3341080891, -94.5824583807)"
2023-05-24 14:24:57-05:00,"(39.1567723906, -94.4575916439)"
2023-05-28 14:24:44-05:00,"(33.8802056997, -96.8725371997)"
2023-06-01 19:15:06-05:00,"(33.48668334, -94.51377113)"
2023-06-08 20:24:30-04:00,"(42.4528383333, -83.0653611667)"
2023-06-10 17:29:33-05:00,"(36.0267229198, -95.7882332207)"
2023-06-11 19:03:00-05:00,"(46.8797276697, -98.6265900698)"
2023-06-12 18:16:12-05:00,"(31.4782166667, -97.2866966667)"
2023-06-15 13:55:57-05:00,"(38.5895583406, -90.2244346776)"
2023-06-15 14:21:02-05:00,"(32.7498460003, -96.9686618262)"
2023-06-17 15:00:53-05:00,"(43.9681222222, -91.8818916667)"
2023-06-17 00:00:00,"(29.1217195495, -98.1775637716)"
2023-06-21 13:56:29-05:00,"(41.557258606, -93.2765426636)"
2023-06-22 18:30:45-05:00,"(45.2254410169, -95.4056133355)"
2023-06-26 10:31:21-05:00,"(41.6636781041, -91.5440294047)"
2023-06-27 19:40:00-05:00,"(44.2340000417, -88.3595395078)"
2023-06-28 16:13:59-05:00,"(36.0862574, -97.0961583997)"
2023-06-28 18:43:05-05:00,"(45.23132823, -93.49614918)"
2023-06-29 11:09:09-05:00,"(33.1948888889, -96.8612388889)"
2023-07-01 19:39:05-05:00,"(37.2123133333, -93.2889633333)"
2023-07-01 09:16:00-04:00,"(41.7231497019, -85.8146335182)"
2023-07-02 11:00:26-05:00,"(30.2858633844, -97.7795352531)"
2023-07-08 17:46:16-05:00,"(42.890783418, -87.9257928674)"
2023-07-09 07:24:22-05:00,"(41.6114429757, -88.4319024068)"
2023-07-09 13:44:46-05:00,"(31.33267737, -92.53845391)"
2023-07-09 11:30:59-05:00,"(39.1564833333, -94.3764805556)"
2023-07-10 09:28:23-05:00,"(30.26333, -97.71347)"
2023-07-11 10:10:03-05:00,"(45.17700727, -93.02634628)"
2023-07-09 11:13:30-05:00,"(42.6753216667, -95.2965916667)"
2023-07-11 20:04:26-04:00,"(39.1884749326, -87.3448430747)"
2023-07-12 08:44:15-05:00,"(38.4715, -90.65822)"
2023-07-13 10:14:52-05:00,"(44.8959428485, -93.1595502657)"
2023-07-14 11:24:23-05:00,"(33.2014583333, -96.49662)"
2023-07-14 14:21:19-05:00,"(38.5134525877, -89.6232101508)"
2023-06-13 11:08:35-05:00,"(41.6628747278, -94.0249581614)"
2023-07-14 09:50:39-05:00,"(33.8887716667, -87.5313716667)"
2023-07-13 12:51:18-05:00,"(36.0862562, -97.0961479)"
2023-07-14 12:09:10-04:00,"(42.685345, -76.94715)"
2023-07-17 14:33:37-05:00,"(38.6236329722, -90.1849449722)"
2023-07-17 14:45:15-05:00,"(38.6231427997, -90.1840238)"
2023-07-18 08:30:52-05:00,"(37.8696689399, -89.2044482259)"
2023-07-14 14:39:28-04:00,"(42.2260914705, -83.3030430812)"
2023-07-21 19:18:40-05:00,"(29.3393292205, -95.2862393484)"
2023-07-14 11:41:22-05:00,"(44.717245, -93.6002883333)"
2023-07-22 16:42:40-05:00,"(44.885598, -93.1738026997)"
2023-07-24 10:55:42-05:00,"(30.01405091, -94.01468925)"
2023-07-24 12:31:00-05:00,"(40.7071091997, -89.5148199)"
2023-07-24 12:31:00-05:00,"(40.7071091997, -89.5148199)"
2023-07-27 13:18:40-04:00,"(42.82457, -84.387305)"
2023-07-27 09:47:38-04:00,
2023-07-28 16:21:19-05:00,"(44.2249133333, -93.818755)"
2023-07-28 14:16:03-05:00,"(36.0399584647, -95.8484368211)"
2023-07-29 10:46:58-05:00,"(-3.5931570556, -80.1847915556)"
2023-07-30 12:02:17-05:00,"(40.1579535334, -88.2907627244)"
2023-07-24 10:36:00-05:00,"(43.143863, -90.0597104)"
2023-07-31 10:26:42-05:00,"(34.3284616667, -93.5602416667)"
2023-07-31 11:46:38-05:00,"(44.8070622515, -93.2805707865)"
2023-07-31 14:09:06-05:00,"(44.8146448154, -93.2484015631)"
2023-07-24 16:12:00-05:00,"(43.1745554, -90.2161949)"
2023-07-24 16:12:00-05:00,"(43.1745554, -90.2161949)"
2023-07-24 16:12:00-05:00,"(43.1745554, -90.2161949)"
2023-07-24 16:15:00-05:00,"(43.1745554, -90.2161949)"
2023-07-24 20:12:00-05:00,"(43.1948867999, -90.253034)"
2023-07-24 20:12:00-05:00,"(43.1948867999, -90.253034)"
2023-07-25 07:38:00-05:00,"(43.1940468001, -90.2519952)"
2023-07-25 07:49:00-05:00,"(43.1939583999, -90.2518092)"
2023-08-01 11:17:24-05:00,"(41.82946215, -88.23821891)"
2023-07-25 07:50:00-05:00,"(43.1940375, -90.2518851)"
2023-07-25 07:51:00-05:00,"(43.1940375, -90.2518851)"
2023-07-25 07:51:00-05:00,"(43.1940375, -90.2518851)"
2023-07-25 07:52:00-05:00,"(43.1941207, -90.251992)"
2023-07-25 07:52:00-05:00,"(43.1941207, -90.251992)"
2023-08-02 11:57:53-05:00,"(41.8097121795, -88.3696434358)"
2023-08-03 09:08:28-05:00,"(32.659295, -97.0415028333)"
2023-08-03 16:51:25-05:00,"(44.9662805256, -93.378697727)"
2023-08-03 19:19:35-05:00,"(35.6503356203, -97.4208966281)"
2023-08-04 15:11:11-05:00,"(43.1108104635, -90.7821499335)"
2023-08-04 20:22:07-05:00,"(43.9577001667, -98.0627167778)"
2023-08-05 13:11:33-05:00,"(38.9580033333, -94.8013083333)"
2023-08-05 19:03:05-04:00,"(43.3944216056, -80.2793301496)"
2023-07-25 08:42:00-05:00,"(43.1947411244, -90.2527088035)"
2023-08-07 17:43:27-04:00,"(42.06324546, -83.25335134)"
2023-08-07 14:40:00-05:00,"(47.2345311, -98.8529898)"
2023-08-07 18:11:40-05:00,"(43.7815912778, -98.0269496111)"
2023-08-09 10:43:01-05:00,"(45.0137592146, -93.4338764196)"
2023-08-09 09:04:49-05:00,"(40.5290633333, -88.9374916667)"
2023-08-09 11:48:43-05:00,"(29.9000401503, -90.1598304507)"
2023-05-22 15:14:47-05:00,"(35.35228, -94.379395)"
2023-08-11 07:47:37-04:00,"(40.0032908782, -83.097285876)"
2023-08-11 15:21:21-04:00,"(42.4707966, -73.8023884)"
2023-07-26 09:37:00-05:00,"(43.2064442, -90.5255556)"
2023-07-26 09:37:00-05:00,"(43.2068516999, -90.5248997)"
2023-07-26 10:35:00-05:00,"(43.2075992, -90.5239785)"
2023-07-26 10:39:00-05:00,"(43.2074883, -90.5239281)"
2023-07-26 10:41:00-05:00,"(43.2074883, -90.5239281)"
2023-07-26 10:41:00-05:00,"(43.2074883, -90.5239281)"
2023-07-26 11:02:00-05:00,"(43.2067113, -90.5252202)"
2023-07-26 11:02:00-05:00,"(43.2067113, -90.5252202)"
2023-08-12 17:21:26-05:00,"(42.6776988229, -96.0983924568)"
2023-08-13 11:32:51-05:00,"(-2.9762120244, -79.6945877075)"
2023-07-26 14:45:00-05:00,"(43.1780858001, -90.6388443)"
2023-08-09 11:20:00-05:00,"(44.7988888889, -93.3869444444)"
2023-08-09 11:19:00-05:00,"(44.7988888889, -93.3866666667)"
2023-07-26 14:52:00-05:00,"(43.1778468001, -90.6390168)"
2023-07-26 14:54:00-05:00,"(43.1779849, -90.6382011)"
2023-07-26 14:56:00-05:00,"(43.1778832, -90.6382621)"
2023-08-15 11:00:38-05:00,"(30.4064666667, -97.902625)"
2023-08-15 14:36:25-05:00,"(41.1742138889, -95.88735)"
2023-08-08 12:53:00-05:00,"(44.3300702868, -94.5207704402)"
2023-08-16 10:37:30-04:00,"(42.0354583953, -85.4070578703)"
2023-08-01 10:45:28-05:00,"(40.391701519, -91.1183393505)"
2023-08-16 08:10:00-05:00,"(30.5200027778, -97.6245027778)"
2023-08-17 11:47:38-05:00,"(45.1015329969, -93.279199025)"
2023-08-17 10:25:48-05:00,"(40.5302783333, -88.94403)"
2023-08-12 17:35:00-05:00,"(42.677475, -96.0981805556)"
2023-08-18 13:13:00-05:00,"(44.7351388889, -93.6194305556)"
2023-08-18 15:46:28-05:00,"(44.7974615358, -93.302237671)"
2023-08-18 13:20:02-05:00,"(38.2888527778, -93.7671527778)"
2023-08-18 13:21:14-05:00,"(38.2887611111, -93.7675833333)"
2023-08-19 18:22:55-05:00,"(44.7978362778, -93.3900756667)"
2023-08-19 18:17:30-05:00,"(44.7623023889, -93.3768463056)"
2023-08-15 12:20:00-05:00,"(43.4500619, -88.6346734)"
2023-08-15 13:11:00-05:00,"(43.4696424, -88.6427361)"
2023-07-27 11:42:00-05:00,"(42.9972449, -91.0492893001)"
2023-07-27 13:59:00-05:00,"(43.0536868, -91.1594668)"
2023-07-27 14:00:00-05:00,"(43.0536868, -91.1594668)"
2023-08-17 13:15:10-05:00,"(41.9513149598, -88.4065898135)"
2023-08-19 00:00:00,"(35.2218479036, -91.4880519779)"
2023-08-17 14:31:12-05:00,"(32.789755, -96.834595)"
2023-08-17 14:30:18-05:00,"(32.7899583333, -96.8346866667)"
2023-08-26 07:10:29-05:00,"(40.531323147, -89.0037866683)"
2023-08-26 09:05:01-05:00,"(36.1504276342, -97.0762046943)"
2023-08-26 09:05:38-05:00,"(36.1502498148, -97.0760296714)"
2023-08-26 10:48:40-05:00,"(41.7442633333, -87.776025)"
2023-08-27 11:02:00-05:00,"(44.6847216667, -93.0816805)"
2023-08-27 13:48:42-05:00,"(41.8429161469, -88.0498267618)"
2023-08-27 09:52:58-05:00,"(30.1883916667, -97.7202383333)"
2023-08-27 17:06:53-04:00,"(39.5344896, -84.2533056)"
2023-08-25 08:13:00-05:00,"(43.6611883333, -87.719625)"
2023-08-26 00:00:00,"(33.597826585, -91.2140996866)"
2023-08-25 19:06:00-05:00,"(39.2543241997, -94.5695541997)"
2023-08-25 12:50:58-05:00,"(44.5045165509, -96.5317995474)"
2023-08-25 12:00:00-05:00,"(42.6314764746, -88.3795022302)"
2023-08-26 12:09:42-05:00,"(45.2519283333, -96.4012366667)"
2023-08-26 13:02:00-05:00,"(43.2787022698, -87.9409783318)"
2023-08-26 13:05:00-05:00,"(43.2787022698, -87.9409783318)"
2023-08-26 13:10:00-05:00,"(43.2785460522, -87.9409139673)"
2023-08-26 13:14:00-05:00,"(43.2785460522, -87.9409139673)"
2023-08-29 09:25:08-05:00,"(38.6238166667, -90.3759833333)"
2023-08-29 16:10:43-05:00,"(30.39455423, -97.68445827)"
2023-08-30 11:10:38-05:00,"(38.4738950765, -93.2334891524)"
2023-08-30 18:10:27-05:00,"(37.2031540188, -93.3376300448)"
2023-08-30 18:29:12-05:00,"(41.1892666667, -87.963905)"
2023-08-29 11:25:13-05:00,"(43.626355, -92.2186966667)"
2023-07-27 14:11:00-05:00,"(43.0550763, -91.1606706)"
2023-07-27 14:12:00-05:00,"(43.0551221, -91.160418)"
2023-09-01 18:16:35-05:00,"(35.98418823, -95.78601239)"
2023-07-27 15:24:00-05:00,"(43.0310223, -91.1483534999)"
2023-09-01 14:26:33-05:00,"(39.9659358628, -87.5813951343)"
2023-09-02 13:20:36-05:00,"(45.6780477324, -94.5111368793)"
2023-09-03 08:58:02-05:00,"(41.1730444444, -95.8847055556)"
2023-09-04 10:36:06-05:00,"(43.8301070683, -91.2301696837)"
2023-09-05 07:52:49-05:00,"(31.0473449377, -86.4508011192)"
2023-09-05 10:15:35-05:00,"(29.9603209488, -95.718905814)"
2023-09-05 12:15:13-05:00,"(32.4533872214, -91.0766170734)"
2023-07-27 17:10:00-05:00,"(42.9940723, -91.1256587)"
2023-09-06 08:05:54-05:00,"(41.4135148415, -95.0212175254)"
2023-09-06 11:56:06-05:00,"(44.458644645, -96.1240981794)"
2023-09-06 15:57:35-05:00,"(38.6542844296, -90.4628471243)"
2023-09-07 10:57:31-05:00,"(40.30054011, -89.0881008)"
2023-09-07 14:29:35-05:00,"(34.9871886894, -86.8482884859)"
2023-09-05 12:13:08-05:00,"(36.6036833333, -89.489395)"
2023-09-08 17:55:28-05:00,"(35.98419102, -95.78607471)"
2023-09-07 15:07:00-05:00,"(43.5894316667, -89.7226316667)"
2023-09-06 15:09:29-05:00,"(29.705295, -96.53608)"
2023-09-09 13:01:02-05:00,"(41.8959390345, -87.8345314133)"
2023-09-09 11:06:40-04:00,"(41.9694444444, -79.5855555556)"
2023-09-09 22:38:18-05:00,"(41.4681427365, -90.5954368054)"
2023-09-10 19:38:00-04:00,"(38.2764666667, -85.7648777778)"
2023-09-06 11:55:11-05:00,"(44.458625, -96.1240833333)"
2023-09-12 16:08:00-05:00,"(43.1261383333, -88.9165283333)"
2023-09-12 13:55:13-05:00,"(42.0464531223, -88.4573241323)"
2023-09-13 11:50:19-05:00,"(41.5102233887, -87.8539047241)"
2023-09-13 16:05:21-05:00,"(32.4531447748, -91.0766535346)"
2023-09-13 13:23:04-05:00,"(44.453275, -96.1275721667)"
2023-09-15 12:58:39-05:00,"(41.8928816643, -87.8312279085)"
2023-09-10 00:00:00,"(34.6381723401, -90.6062168091)"
2023-09-15 17:24:31-05:00,"(43.0165991983, -94.1673122152)"
2023-09-16 17:58:33-04:00,"(44.3453559614, -78.7536417693)"
2023-09-17 17:33:59-04:00,"(42.3544739233, -83.3729064278)"
2023-09-18 15:39:00-05:00,"(44.0343992645, -92.8686335218)"
2023-09-18 18:00:16-05:00,"(38.9120777778, -94.199325)"
2023-09-17 18:34:00-05:00,"(40.1114552042, -88.2272002766)"
2023-09-19 14:22:00-05:00,"(38.6263383426, -90.378355)"
2023-09-20 14:56:06-05:00,"(41.8950477289, -87.8343468067)"
2023-09-20 15:22:45-05:00,"(43.0748278333, -89.4189216667)"
2023-09-20 16:56:22-05:00,"(41.9398929927, -87.6612921059)"
2023-09-17 19:09:49-04:00,"(39.963075, -83.0677972222)"
2023-09-20 11:12:20-05:00,"(43.8833783333, -91.2406166667)"
2023-09-20 17:34:32-04:00,
2023-09-18 09:50:00-05:00,"(29.7221, -95.6956)"
2023-09-22 12:01:35-05:00,"(44.14851565, -94.08932241)"
2023-09-22 16:17:22-05:00,"(44.904499529, -93.1929046289)"
2023-09-22 10:32:56-05:00,"(33.1230916667, -96.8522611111)"
2023-09-23 10:58:13-05:00,"(44.8957926594, -93.0221954361)"
2023-09-22 09:45:00-05:00,"(36.1956055556, -92.2821722222)"
2023-09-23 13:39:00-04:00,"(40.1269725256, -85.9580840274)"
2023-09-23 13:40:00-04:00,"(40.1268743356, -85.9578050946)"
2023-09-23 16:53:24-05:00,"(41.9255633333, -87.6561133333)"
2023-09-24 08:26:52+02:00,"(45.6610116667, 9.8517833333)"
2023-09-18 15:42:03-05:00,"(34.7451466667, -92.3601216667)"
2023-09-24 12:43:00-05:00,"(33.275928, -94.742035)"
2023-09-24 15:00:53-05:00,"(36.3022970803, -86.6280639544)"
2023-09-25 16:30:52-05:00,"(39.0540136933, -94.3972971297)"
2023-09-25 17:50:54-05:00,"(31.6088707056, -93.0547744694)"
2023-09-26 18:55:29-04:00,"(40.6146881, -87.3247590997)"
2023-09-27 09:19:00+02:00,"(45.6609471128, 9.851699806)"
2020-07-13 14:30:01-05:00,"(34.52748, -90.57218)"
2023-09-28 09:09:04-05:00,"(43.0740857751, -89.4043100636)"
2023-09-29 11:40:47-04:00,"(41.4759783333, -82.1732866667)"
2023-09-29 12:19:32-05:00,"(39.39393735, -88.16159731)"
2023-09-29 17:23:08-04:00,"(41.5462443855, -83.6801927853)"
2023-09-30 10:27:52-05:00,"(37.0631083333, -94.5297277778)"
2023-10-01 07:51:27-05:00,"(30.0902934, -96.6401057)"
2023-10-01 10:33:24-04:00,"(40.5578641, -85.03226948)"
2023-10-02 07:36:46-05:00,"(42.1524888333, -88.4498133333)"
2023-10-02 14:55:16-04:00,"(38.9462444444, -85.9127194444)"
2023-10-02 15:44:00-04:00,"(40.5038694444, -80.1441805556)"
2023-10-04 10:16:45-04:00,"(39.5833328436, -86.5756282416)"
2023-10-04 10:33:10-04:00,"(39.077257574, -84.4286452363)"
2023-10-04 14:44:41-05:00,"(41.963861213, -87.6916983814)"
2023-10-04 16:56:15-05:00,"(38.864929081, -90.1394267802)"
2023-10-06 15:21:47-05:00,"(42.6400065919, -95.2124896301)"
2023-10-06 15:27:39-05:00,"(42.63998353, -95.21289323)"
2023-10-06 18:24:52-05:00,"(39.2146453495, -94.1705323993)"
2023-10-06 18:27:00-06:00,"(19.6142684336, -103.3214264363)"
2023-10-06 13:36:25-04:00,"(38.7536666667, -76.6973388889)"
2023-10-07 13:29:18-05:00,"(44.7922018078, -93.4026418907)"
2023-10-08 08:27:37-05:00,"(30.0903929722, -96.639988)"
2023-10-08 12:48:41-05:00,"(44.3444894907, -92.8507467081)"
2023-10-08 13:31:25-05:00,"(41.7821672978, -88.1756127254)"
2023-10-09 18:24:52-05:00,"(41.833438515, -88.026245055)"
2023-10-10 13:28:51-05:00,"(42.6399044877, -95.2127685002)"
2023-10-10 13:30:59-05:00,"(42.6399268859, -95.2127690746)"
2023-10-10 13:11:57-05:00,"(35.64783, -94.6120616667)"
2023-10-10 13:53:14-05:00,"(37.9323966667, -87.53875)"
2023-10-05 15:00:14-04:00,"(42.1278111667, -80.1426471667)"
2023-10-12 17:02:12-05:00,"(32.8912416667, -97.5471033333)"
2023-10-11 17:24:00-05:00,"(44.9897043604, -93.179401285)"
2023-10-14 10:01:58-05:00,"(33.8424833333, -95.8680633333)"
2023-08-01 11:44:00-05:00,"(43.0629145, -88.8601961999)"
2023-09-25 11:03:00-04:00,"(42.066892, -82.875725)"
2023-10-11 00:00:00,"(41.417032, -73.962312)"
2023-10-20 18:04:55-05:00,"(37.785570131, -87.0338577488)"
