date,location
2023-10-21 10:20:46-05:00,"(32.577266391, -97.4480691944)"
2023-10-22 11:28:10-05:00,"(39.1873133333, -94.6827383333)"
2023-10-23 10:29:52-04:00,"(40.2016033333, -85.3809583333)"
2023-10-23 17:34:57-05:00,"(36.0485782221, -95.8113048971)"
2023-10-24 09:45:12-05:00,"(42.9893847322, -87.9469215498)"
2023-10-24 09:45:06-05:00,"(42.989337123, -87.9468936381)"
2023-10-25 08:57:21-05:00,"(41.1154754308, -97.4065963825)"
2023-10-25 16:29:32-05:00,"(42.2939600191, -88.2868449391)"
2023-10-26 09:17:16-05:00,"(36.43140267, -95.74507953)"
2023-10-26 16:03:58-05:00,"(32.6523316667, -97.369885)"
2023-11-02 13:53:45-05:00,"(42.49283, -89.040515)"
2023-11-02 13:16:00-05:00,"(32.6324049722, -97.4739132778)"
2023-11-04 12:30:02-05:00,"(36.5041296064, -87.3744609354)"
2023-11-05 08:34:49-06:00,"(30.0882579722, -96.642049)"
2023-11-11 14:03:58-06:00,"(38.6876133333, -90.6658866667)"
2023-11-12 12:12:49-06:00,"(32.6623116667, -97.3657166667)"
2023-11-13 11:22:28-06:00,"(30.46567831, -97.54794894)"
2023-11-23 04:22:00-06:00,"(30.4528833333, -97.7509083333)"
2023-10-14 14:32:39-04:00,"(40.8302033333, -85.70723)"
2023-12-01 14:11:24+07:00,"(18.89421021, 99.0168742708)"
2023-08-21 16:03:00-05:00,"(45.2233434, -93.2752519)"
2023-08-24 13:44:00-05:00,"(41.2407521158, -95.9906488672)"
2023-12-09 11:42:14-05:00,
2023-12-09 15:39:49-05:00,"(9.0948111518, -79.5422283188)"
2023-08-28 17:43:00-05:00,"(41.2407541082, -95.9906533976)"
2023-09-01 13:19:00-05:00,"(37.9165111111, -93.9849305556)"
2023-09-02 14:14:00-05:00,"(41.2407546155, -95.9906560381)"
2023-09-08 12:12:00-05:00,"(41.2407517596, -95.9906556927)"
2023-08-21 16:03:00-05:00,"(45.223222491, -93.2753699172)"
2023-09-18 11:26:00-05:00,"(41.2407514948, -95.9906664817)"
2023-08-19 10:43:00-05:00,"(35.3884972222, -91.4588777778)"
2023-08-28 10:13:00-05:00,"(43.0377583333, -87.9315472222)"
2024-02-03 17:00:56-06:00,"(41.65866239, -93.71225899)"
2023-09-30 11:55:00-05:00,"(41.2407544868, -95.9906650342)"
2024-03-24 12:37:14-05:00,"(30.0712945, -96.6940616667)"
2015-09-27 15:09:00-04:00,"(41.0544083333, -73.8704083333)"
2023-10-20 07:58:18-05:00,"(38.1600069848, -88.0952094413)"
2024-04-14 17:38:31-05:00,"(36.05185, -95.8285361111)"
2024-04-18 15:07:56-05:00,"(30.6396616856, -87.8656450846)"
2024-04-24 19:20:37-05:00,"(50.1073859615, -96.9310830421)"
2024-04-28 17:17:49+05:30,"(20.4604515815, 84.2426520959)"
,
2024-04-28 09:40:48-06:00,"(25.6860713264, -100.2948025744)"
2023-09-06 12:09:24-05:00,"(43.3171272507, -92.0659390932)"
2024-04-28 12:30:56+08:00,
2024-04-29 10:21:33-05:00,"(29.4118792261, -95.7204217679)"
2024-04-29 10:21:29-05:00,"(29.4118966667, -95.7204283333)"
,"(-16.8232087199, -63.9178615808)"
2024-04-29 11:19:04-04:00,"(-16.5180055972, -68.1459634379)"
2024-04-29 13:05:00-05:00,"(32.89964998, -96.9284134801)"
2024-05-24 09:12:30-04:00,"(40.30487, -83.0313638333)"
2024-05-26 07:28:00+05:30,"(21.0231868449, 75.568188631)"
2024-05-28 13:02:54-05:00,"(41.8053360519, -87.8715250939)"
2024-05-31 08:03:55-05:00,"(43.3406916667, -89.6095416667)"
2024-06-02 11:15:44-05:00,"(38.5782883333, -90.463875)"
2024-06-03 15:51:43-05:00,"(32.8927380205, -96.7365727946)"
2024-06-05 10:34:56-05:00,"(40.7977166667, -96.6701283333)"
2024-06-05 15:55:48-05:00,"(32.8561662651, -98.0673953707)"
2024-06-11 09:46:57-05:00,"(30.0256720232, -94.0327648726)"
2024-06-11 09:52:47-05:00,"(30.0256706821, -94.0327987355)"
2024-06-16 10:33:16-05:00,"(30.085203, -97.842793)"
2024-06-18 12:02:05-05:00,"(38.9415866667, -94.3365333333)"
2024-06-19 11:01:33-05:00,"(44.36480855, -90.1118252)"
2024-06-21 08:13:04-05:00,"(29.709875, -95.410675)"
2024-06-21 11:32:18-05:00,"(41.9226798751, -87.6337161046)"
2024-06-21 08:04:36-05:00,"(32.61612, -96.8263083333)"
2024-06-21 08:45:36-05:00,"(32.5750783333, -97.4459)"
2024-06-22 08:40:34-05:00,"(33.4518180389, -95.597143649)"
2024-06-22 15:28:19-05:00,"(33.0866388744, -96.7035854795)"
2024-06-18 11:13:11-05:00,"(33.5486790693, -94.182852003)"
2024-06-25 07:08:34-05:00,"(32.7863416667, -96.82878)"
2024-06-26 11:37:43-05:00,"(30.4149062271, -97.738988722)"
2024-06-26 19:25:07-05:00,"(38.5804868583, -90.4044445977)"
2024-06-29 11:38:39-05:00,"(38.9175861799, -94.7796016143)"
2024-06-30 19:06:28-05:00,"(38.8932083333, -94.1957777778)"
2024-07-02 09:18:09-04:00,"(41.5887827, -84.5739414)"
2024-07-04 18:05:40-05:00,"(38.893975, -94.1945277778)"
2024-07-04 14:49:02-05:00,"(35.1972616667, -89.9869216667)"
2024-07-08 18:22:22-05:00,"(36.685599, -93.104854)"
2024-07-09 18:41:36-06:00,"(45.65457443, -111.19072668)"
2024-07-08 20:25:00-05:00,"(30.3540656269, -97.6038199791)"
2023-08-25 19:06:00-05:00,"(39.2543241997, -94.5695541997)"
2024-07-11 15:43:34-05:00,"(29.7162666667, -95.3955)"
2024-07-12 09:42:42-05:00,"(38.1721967692, -92.8991461639)"
2024-07-12 12:44:46-05:00,"(39.05263188, -94.3949686551)"
2024-07-13 10:17:05-05:00,"(30.5268333333, -97.715745)"
2024-07-13 07:48:48-05:00,"(33.0511027778, -96.6623666667)"
2024-07-15 09:01:54-05:00,"(33.0623527778, -96.7747944444)"
2024-07-02 19:05:21-05:00,"(42.06768377, -87.77383113)"
2024-07-15 20:30:21-05:00,"(33.6643216846, -95.4611531344)"
2024-07-16 14:17:41-05:00,"(37.1350150333, -94.3021849833)"
2024-07-16 13:32:23-05:00,"(27.5463519722, -97.8814969722)"
2024-07-16 15:55:19-04:00,"(41.3980985, -82.55031025)"
2024-07-16 15:57:36-04:00,"(41.39889939, -82.54936127)"
2024-07-17 12:20:28-05:00,"(32.70232, -97.3854833333)"
2024-07-17 15:28:58-05:00,"(32.4420283333, -96.856745)"
2024-07-17 15:40:07-05:00,"(32.443905553, -96.8568898925)"
2024-07-18 11:30:01-05:00,"(32.6925033333, -97.3830466667)"
2024-07-19 19:02:41-05:00,"(39.4010466667, -94.5560383333)"
2024-07-22 10:12:51-04:00,"(41.9724934549, -83.268075306)"
2024-07-22 10:27:52-04:00,"(42.9128597584, -81.3688238059)"
2024-07-23 09:55:07-05:00,"(37.1431327519, -88.0501165049)"
2024-06-27 07:06:53-05:00,"(38.7650093302, -89.9708678841)"
2024-07-24 18:50:36-05:00,"(36.3771283333, -95.378555)"
2024-07-24 08:01:50-05:00,"(39.2592166667, -94.2336366667)"
2024-07-24 14:21:10-05:00,"(39.1108021514, -96.6108804569)"
2024-07-25 20:11:49-04:00,"(39.6708407662, -84.0091751573)"
2024-07-25 19:55:42-05:00,"(32.6025116667, -97.500655)"
2024-07-27 12:57:05-04:00,"(35.9684690613, -78.6437438424)"
2024-07-27 17:57:08-05:00,"(39.0621635969, -94.3365667216)"
2024-07-27 06:57:00-05:00,"(38.5774888889, -95.2631972222)"
2024-07-30 16:49:00-05:00,"(33.0857835023, -96.7008384756)"
2024-08-01 12:21:53-05:00,"(41.9795342347, -87.6798767872)"
2024-07-30 07:57:00+05:30,"(21.1323424494, 75.5331263074)"
2024-08-01 14:53:00-05:00,"(30.8412327038, -96.9840436669)"
2024-08-03 08:46:56-05:00,"(32.7350416667, -96.7230888889)"
2024-08-03 16:28:21-05:00,"(49.864998386, -100.0413035346)"
2024-08-04 13:17:15-06:00,"(21.1104151367, -101.7570384219)"
2024-07-20 13:44:00-05:00,"(42.0989055556, -90.1588722222)"
2024-08-05 08:55:38-05:00,"(33.1302944444, -96.84655)"
2024-08-06 09:04:03-05:00,"(43.64794874, -96.76739802)"
2024-08-06 09:45:48-05:00,"(44.4668731559, -93.198100906)"
2024-08-06 11:50:04+02:00,"(44.6497138889, 11.530575)"
2024-08-07 15:36:49-05:00,"(36.1407471667, -86.8075716667)"
2024-08-07 20:10:56-05:00,"(33.2365281321, -96.7606886198)"
2024-08-08 10:33:46-04:00,"(42.5504766, -86.1327526997)"
2024-08-08 17:58:04-05:00,"(42.2168924895, -87.822499855)"
2024-08-08 19:25:36-05:00,"(39.2576351035, -90.8978003821)"
2024-08-06 18:32:12-05:00,"(39.17177, -96.5765083333)"
2024-08-06 18:38:28-05:00,"(39.1718333333, -96.5771116667)"
2024-08-08 17:38:00-05:00,"(44.2392583333, -87.5125277778)"
2024-08-11 18:23:27-05:00,"(43.0752794271, -89.2974237695)"
2024-08-12 10:07:18-05:00,"(33.2586322585, -96.655584667)"
2024-08-12 10:07:44-05:00,"(33.258644999, -96.6556095612)"
2024-08-13 12:06:31-04:00,"(40.6559888878, -87.0151366124)"
2024-08-13 12:35:10-04:00,"(40.6559076357, -87.0091931179)"
2024-08-13 12:57:52-04:00,"(40.655966679, -87.0088856517)"
2024-08-12 11:56:00-04:00,"(37.7572806084, -84.7904890352)"
2024-08-14 18:05:33-05:00,"(41.993674922, -87.7059749678)"
2024-08-15 11:26:29-04:00,"(38.9753616667, -85.0416945)"
2024-08-15 11:12:29-05:00,"(37.9149583333, -93.9832194444)"
2024-08-15 13:20:03-05:00,"(34.6850833, -92.1847944)"
2024-08-16 07:02:00-05:00,"(35.9249906954, -94.1808616575)"
2024-08-16 07:05:00-05:00,"(34.6292972222, -92.8927083333)"
2024-08-15 11:51:26-05:00,"(34.6912323997, -92.2153998997)"
2024-08-17 10:02:22-05:00,"(39.04128955, -94.27839688)"
2024-08-17 09:01:12-07:00,"(34.1475221667, -117.9293866667)"
2024-08-17 08:57:13-07:00,"(34.1474917, -117.9292705997)"
2024-08-17 09:02:00-07:00,"(34.1475520533, -117.9293837533)"
2024-08-18 12:40:45-04:00,"(40.6292011333, -87.0396939167)"
2024-08-18 20:30:39-04:00,"(39.805805, -84.1029138333)"
2024-08-09 12:40:00-05:00,"(44.1800416667, -87.519445)"
2024-08-09 12:41:00-05:00,"(44.1800633333, -87.519425)"
2024-08-20 15:21:31-05:00,"(43.1524805556, -93.1613611111)"
2024-08-23 09:00:55-05:00,"(38.9357793052, -92.944228733)"
2024-08-21 11:45:00-05:00,"(41.4789086544, -87.4547606707)"
2024-08-23 19:48:38-05:00,"(40.52780306, -88.99866957)"
2024-08-14 07:08:00+05:30,"(21.0233807332, 75.5675997861)"
2024-08-14 07:20:00+05:30,"(21.0233807332, 75.5675997861)"
2009-11-05 14:51:00-06:00,"(36.1633861122, -86.772324448)"
2024-08-25 14:43:05-04:00,"(39.2480549333, -84.4272975177)"
2024-08-25 19:40:00-05:00,"(31.536375, -97.0747388333)"
2024-08-24 20:06:03-05:00,"(36.1340008826, -97.065499584)"
2024-08-25 00:00:00,"(35.9906582829, -95.8523340053)"
2024-08-27 11:31:57-04:00,"(38.2765274495, -85.7648508903)"
2024-08-27 11:37:32-05:00,"(39.8771680339, -88.9002556021)"
2024-08-27 12:55:09-05:00,"(42.5338522671, -87.8397138231)"
2024-08-27 12:48:03-05:00,"(37.7064283333, -97.3504466667)"
2024-08-27 12:31:41-05:00,"(37.7066633333, -97.351425)"
2024-08-29 12:01:45-05:00,"(44.2841189722, -88.465213)"
2024-08-14 19:54:10-04:00,"(42.29575, -82.92163)"
2024-08-28 15:26:09+02:00,"(45.0989861111, 9.5791888889)"
2024-08-29 16:11:09-05:00,"(29.9559500954, -90.0621856749)"
2024-08-29 15:58:52-05:00,"(29.9555036168, -90.0624277443)"
2024-08-28 12:11:29-06:00,"(19.3784009877, -99.0611236542)"
2024-08-31 11:27:53-05:00,"(38.5873910765, -90.4234822769)"
2024-09-01 17:34:00-04:00,"(39.9647562872, -83.4781375543)"
2024-09-01 14:44:06-05:00,"(47.6240045997, -96.8783289997)"
2024-09-01 14:24:41-05:00,"(44.4663583333, -93.1528695)"
2024-08-31 13:12:29-05:00,"(37.0994333333, -94.462975)"
2024-09-02 10:06:00-05:00,"(36.033353013, -95.1906665116)"
2024-09-02 15:48:04-05:00,"(44.974653963, -93.3537309711)"
2024-09-02 19:22:38-05:00,"(33.202728, -97.231579)"
2024-09-02 19:23:18-05:00,"(33.202791, -97.23159)"
2024-09-02 16:08:00-05:00,"(32.8530216389, -96.72871)"
2024-09-03 10:54:46-04:00,"(44.1890314249, -73.238275737)"
2024-09-03 11:15:24-04:00,"(44.1709633491, -73.3792694325)"
2024-09-04 09:37:20-05:00,"(43.1951616667, -88.0525971667)"
2024-09-04 12:35:26-05:00,"(38.9694783333, -94.7013333333)"
2024-09-04 10:12:00-05:00,"(30.06351111, -95.27760278)"
2024-09-03 18:44:39-04:00,"(39.872923, -86.2968999722)"
2024-09-05 12:58:44-05:00,"(33.45573604, -95.88473866)"
2024-09-05 16:31:47-05:00,"(44.7923630756, -93.4023640306)"
2024-09-07 11:46:07-05:00,"(44.8261596004, -93.2317234784)"
2024-09-07 12:25:55-05:00,"(44.2687277221, -96.763997376)"
2024-09-07 13:39:42-05:00,"(33.7368983333, -96.752075)"
2024-09-06 12:02:00+02:00,"(45.1037613, 17.9287148999)"
2024-09-06 16:39:00+02:00,"(45.0983404999, 18.0968471)"
2024-09-06 17:25:00+02:00,"(45.0779848, 18.1746023)"
2024-09-06 18:02:00+02:00,"(45.109469, 18.2089377)"
2024-09-08 12:31:53-04:00,"(43.6036616667, -84.2798833333)"
2024-09-07 11:23:00+05:30,"(28.8692202656, 79.6340255812)"
2024-09-08 13:49:24-05:00,"(38.918695, -94.78003)"
2024-09-08 10:23:54-05:00,"(46.4694058308, -96.8745268509)"
2024-09-07 18:45:37-05:00,"(36.1655396179, -95.9344203654)"
2024-09-09 09:23:41-05:00,"(33.0618449534, -96.7650087365)"
2024-09-09 10:50:33-05:00,"(37.8103418912, -97.1567045542)"
2024-09-09 12:26:15-05:00,"(29.2845537008, -95.3206004458)"
2024-09-10 10:56:45-05:00,"(32.815483, -96.864182)"
2024-09-10 10:35:54-05:00,"(42.7169364042, -96.5868445113)"
2024-09-08 16:37:00-04:00,"(40.513275, -86.7963027778)"
2024-09-11 13:01:26-04:00,"(39.1027864209, -84.8376923707)"
2024-09-11 16:58:19-05:00,"(38.3397888889, -93.7759361111)"
2024-09-11 11:42:32-05:00,"(41.341305, -96.1353916667)"
2024-09-12 11:08:16-05:00,"(40.470684981, -91.0246663728)"
2024-09-12 15:21:29-05:00,"(39.3503583333, -87.9517216667)"
2024-08-27 03:13:00+05:30,"(28.9391591162, 79.8035831004)"
2024-09-08 00:00:00,"(28.9394375634, 79.8025323451)"
2024-09-13 12:31:18-05:00,"(41.9799833333, -87.8563216667)"
2024-09-13 12:48:42-05:00,"(36.495155, -94.292345)"
2024-09-13 10:45:34-04:00,"(45.96993698, -81.85598746)"
2024-09-13 19:54:21-05:00,"(42.00950555, -93.6746216667)"
2024-09-13 09:53:00-04:00,"(41.0434916667, -85.2038805556)"
2024-09-01 12:24:00-05:00,"(42.625354682, -88.1234963629)"
2024-09-13 13:22:10-05:00,"(30.4353583333, -97.6119083333)"
2024-09-14 17:11:00-05:00,"(37.9362833333, -91.9788805556)"
2024-09-15 16:58:27-04:00,"(39.359897345, -82.1122683516)"
2024-09-16 13:00:04-05:00,"(33.454575, -88.7862333333)"
2024-09-16 18:42:29-05:00,"(38.75457, -90.1719583333)"
2024-09-09 13:11:56-05:00,"(32.6431838451, -96.7808871369)"
2024-09-18 15:52:11-04:00,"(39.1166305, -84.8443833333)"
2024-09-18 10:03:00+02:00,"(45.5638514, 11.3750573)"
2024-09-19 10:25:39-05:00,"(44.0165166667, -88.1200111667)"
2024-09-18 12:05:55-05:00,"(37.0948361667, -94.46277)"
2024-09-16 08:54:15-05:00,"(30.271257571, -97.7760582353)"
2024-09-20 12:17:09-04:00,"(40.42499824, -86.91394395)"
2024-09-20 11:04:06-05:00,"(37.1584046997, -95.4495265)"
2024-09-11 07:31:00+05:30,"(21.0203881711, 75.568691964)"
2024-09-20 07:19:09-05:00,"(30.5225182149, -90.1268504815)"
2024-09-21 11:42:42-05:00,"(43.894169821, -88.5272121687)"
2024-09-21 12:02:58-05:00,"(43.8922552642, -88.5306145803)"
2024-09-18 10:32:40-06:00,
2024-09-21 18:09:00-04:00,"(39.7157003544, -85.1188007542)"
2024-09-22 12:36:35-04:00,"(42.4081219722, -72.623947)"
2006-09-02 16:33:00+02:00,"(49.50811513, 8.45324993)"
2024-09-23 17:48:03-05:00,"(41.6469829, -91.5137253)"
2024-09-23 18:00:01-05:00,"(41.9435666667, -88.31075)"
2024-09-23 16:49:00-05:00,"(33.0352946363, -96.9100764418)"
2024-09-25 08:56:12-05:00,"(43.1722799549, -89.209450828)"
2024-09-25 15:19:01-04:00,"(40.01639445, -83.01649445)"
2024-09-25 16:42:33-05:00,"(42.7203417456, -95.1000185651)"
2024-09-25 17:01:49-05:00,"(43.0521242348, -89.4355447056)"
2024-09-25 16:36:25-05:00,"(36.1579445, -86.6200116667)"
2024-09-07 09:44:57-05:00,"(29.1944416667, -94.9514383333)"
2024-09-26 11:01:20-05:00,"(41.8426473082, -95.3254943282)"
2024-09-27 09:50:00-05:00,"(43.0972578253, -87.9040298097)"
2024-09-27 11:09:00-05:00,"(32.9447072, -95.9824959997)"
2024-09-27 15:27:37-05:00,"(37.7254133333, -97.393005)"
2024-09-28 13:09:15-05:00,"(41.8722416667, -88.179955)"
2024-09-29 08:54:07-05:00,"(32.3863833333, -97.6501383333)"
2024-09-25 11:20:23-05:00,"(40.0898779722, -88.2374559722)"
2024-09-29 16:35:07-05:00,"(44.6720383333, -92.965295)"
2024-09-30 13:15:57-05:00,"(42.6391449575, -95.2104758671)"
2024-09-30 16:35:05-05:00,"(42.5534350163, -95.6461704014)"
2024-09-30 17:08:43-05:00,"(42.560596698, -95.6551956503)"
2024-09-28 14:02:37+02:00,"(45.0644527778, 10.0457861111)"
2024-08-19 06:36:28-05:00,"(41.1873666667, -87.962745)"
2024-08-19 07:22:16-05:00,"(41.1875616667, -87.9654083333)"
2024-10-01 15:30:44-05:00,"(44.6959533333, -93.1690616667)"
2024-10-02 15:30:54-05:00,"(43.4359950386, -96.1654484366)"
2024-10-02 09:34:05-05:00,"(38.4579666667, -90.35353)"
2024-10-02 09:06:38-05:00,"(38.45788, -90.3511116667)"
2024-10-02 12:22:59-05:00,"(37.775865, -87.3901829722)"
2024-10-03 14:18:00-04:00,"(44.12060335, -79.49265242)"
2024-10-04 16:36:54+02:00,"(44.9789923, 8.8716073)"
2024-10-04 10:50:00-05:00,"(43.3227631973, -89.3659267794)"
2024-10-05 10:21:38-05:00,"(44.7263666667, -93.584205)"
2024-10-05 11:07:31-05:00,"(33.0608339722, -96.9632009722)"
2024-10-05 10:27:23-05:00,"(33.0634439722, -96.9651319722)"
2024-10-05 14:33:40-05:00,"(43.2590116667, -89.9541033333)"
2024-10-06 18:22:04-05:00,"(41.9465361111, -90.1237888889)"
2024-10-06 18:36:20-05:00,"(44.94058472, -93.25663492)"
2024-10-06 10:53:00-05:00,"(43.0973956997, -87.9034639997)"
2024-10-06 17:02:12-05:00,"(39.1301277778, -96.4397944444)"
2024-10-06 17:00:17-05:00,"(39.1299861111, -96.4398472222)"
2024-10-07 07:51:27-05:00,"(29.8128863, -95.7347388)"
2024-10-07 15:48:26-05:00,"(43.725855, -91.2064366667)"
2024-10-07 18:06:29-05:00,"(42.6405095389, -95.2120449583)"
2024-10-08 09:23:36-04:00,"(40.6280207333, -87.0580810833)"
2024-10-08 13:58:28-04:00,"(40.6283974667, -87.0307974833)"
2024-10-09 12:56:47-04:00,"(40.6556983667, -87.0425648833)"
2024-10-10 08:41:00-05:00,"(43.1020188, -87.9110940997)"
2024-10-10 17:00:37-05:00,"(38.8620351472, -90.2817424778)"
2024-10-11 16:54:00-05:00,"(36.0442633333, -94.1336416667)"
2024-10-12 11:35:16-05:00,"(42.2971833333, -97.0544278333)"
2024-10-12 12:58:49-05:00,"(41.5322470997, -87.2262341997)"
2024-10-13 13:17:25-04:00,"(40.419708252, -86.9079208374)"
2024-10-13 15:31:27-05:00,"(42.6407066667, -95.21294)"
2024-10-13 17:14:30-05:00,"(38.8636805556, -94.3093111111)"
2024-10-13 11:49:58-04:00,"(39.1201333333, -84.845855)"
2017-08-24 14:40:00-05:00,"(44.2611036566, -94.7203467812)"
2024-10-15 15:22:49-05:00,"(40.8556185004, -87.182024384)"
2024-10-16 11:51:36-05:00,"(41.3424194444, -88.1303027778)"
2024-10-14 08:11:05-05:00,"(38.1384919722, -90.265741)"
2024-10-16 16:30:36-04:00,"(40.2207694444, -85.4353083333)"
2024-10-17 16:09:24-05:00,"(36.315989, -94.0135159722)"
2024-10-18 15:54:10-05:00,"(36.2898619722, -94.016073)"
2024-10-17 16:09:24-05:00,"(36.315989, -94.0135159722)"
2024-10-19 08:42:39-05:00,"(38.4244583333, -90.9623777778)"
2024-10-19 17:31:39-05:00,"(41.889100601, -94.0480712336)"
2024-10-19 17:30:19-04:00,"(34.81987, -77.185805)"
2024-10-19 09:46:00-05:00,"(33.4540216667, -95.9596116667)"
2024-10-20 17:05:23-05:00,"(41.6137666667, -87.9667583333)"
2024-10-13 10:22:43-05:00,"(39.3808666667, -94.7467116667)"
2024-10-21 13:12:56-05:00,"(41.2759263312, -96.1989547772)"
2024-10-21 14:13:04-04:00,"(39.1137555, -84.846955)"
2024-10-23 16:18:19-04:00,"(42.7027801941, -84.4626352456)"
2024-10-08 19:02:34-05:00,"(37.0321709722, -94.5413659722)"
2024-10-26 08:58:51-05:00,"(35.1329528333, -90.0662778333)"
2024-10-29 12:42:43-05:00,"(37.16868139, -93.43970245)"
2024-10-30 17:19:00-05:00,"(33.1833416667, -96.6293722222)"
2024-11-01 12:27:25-05:00,"(36.5342799741, -87.367116438)"
2024-11-02 08:08:21-05:00,"(41.3383916667, -88.784395)"
2024-10-05 10:56:00-05:00,"(33.03418, -96.659952)"
2024-11-02 11:54:00-05:00,"(30.5186933333, -97.625055)"
2024-11-04 10:30:33-06:00,"(36.0608945, -86.90702)"
2024-11-06 11:17:17-06:00,"(36.7739970776, -88.108442486)"
2024-11-06 11:21:01-06:00,"(36.7741498685, -88.1085050686)"
2024-11-09 09:52:11-06:00,"(34.0426271176, -90.6383376663)"
2024-10-31 08:17:59-05:00,"(36.61792, -93.2392833333)"
2024-07-26 10:30:00-05:00,"(35.81897, -86.4160083333)"
2024-10-19 11:05:00-05:00,"(33.03418, -96.659952)"
2024-11-23 10:22:00-06:00,"(32.884315, -96.5397383333)"
2024-11-23 10:23:00-06:00,"(32.884315, -96.5397383333)"
2024-08-02 08:51:59-05:00,"(40.4833166667, -95.699975)"
2024-10-18 11:10:02-04:00,"(41.3872216667, -81.2053533333)"
2024-12-04 12:56:37-06:00,"(32.7129973099, -97.2016236653)"
2024-12-03 17:21:09-06:00,"(29.5595883333, -98.2871333333)"
2024-12-05 12:29:14-06:00,"(41.6378194444, -87.8535777778)"
2005-10-29 13:45:00+02:00,"(49.50454807, 8.45332503)"
2024-10-06 11:02:20-05:00,"(34.6918904997, -92.2151810997)"
2024-12-16 11:31:00-06:00,"(41.1746033333, -95.890225)"
2008-09-03 06:27:00+02:00,"(49.5070283166, 8.4487009)"
2008-09-21 16:24:00+02:00,"(49.5081778333, 8.45415115)"
2024-08-08 10:18:56-05:00,"(32.752166, -97.491962)"
2024-10-01 12:32:19-04:00,"(41.0746305, -85.1642221667)"
