Sample,Homo,Het,Haploid.Cov,Error.Rate,Model.Fit,Genome.Size..b.,Genome.Size..Mb.,Label,Pop.x,Family,Env.x,Sex,Treatment,Sample.1,EPSPS_het,EPSPS_cov,EPSPS_copy,EPSPS_err,EPSPS_fit,EPSPS_length,scaling,EPSPS_scaledcov,EPSPS_scaledcopy,EPSPS_mapped_cov_mean,EPSPS_mapped_cov_var,Env.y,Pop.y,Unnamed: 28,Unnamed: 29,Pair,plinkorder,sample2,decimalLongitude,decimalLatitude,SeqNames,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,year,land_cover_class,top_class_1000m,proportion_agricultural_1000m,shannon_idx_1000m,proportion_natural_1000m,Unnamed: 49,Unnamed: 50,BIO4 = Temperature Seasonality (standard deviation Ã—100),Shannon idx,fipsx,"2,4-D",ATRAZINE,DICAMBA,GLUF OSINATE,GLYPHOSATE,METOLACHLOR,bio_17,bio_10,bio_01,bio_04,bio_15
5066,96.8,3.15,15.0,0.00334,0.91,496888450.0,496.88845,Maume_Nat_1_M_Co,Maume,1.0,Nat,M,Co,5066.0,0.0241,16.0,1.379310345,0.00659,0.633,11168.0,1.1168,17.8688,1.540413793,1.17442,0.267221,Natural,Maume,,,1.0,75.0,5066.0,-83.66247503,41.55656599,P1_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",4.182825485,2.059166944,4.182825485,,,,,39095,4022.6,12178.8,617.0,1442.2,23929.0,1283.7,2.7012604e-08,296.11554,283.69983,1012.9189,0.2776276
5073,98.2,1.83,13.5,0.00241,0.646,549280898.0,549.280898,Nunemaker_Ag_66_F_Wa,Nunemaker,66.0,Ag,F,Wa,5073.0,0.00085,111.0,7.4,0.00234,1.4,10001.0,1.0001,111.0111,7.40074,7.886072,2.465625,Agricultural,Nunemaker,,,16.0,54.0,5073.0,-95.215847,38.988681,P16_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,47.75578478,1.710170229,47.75578478,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5079,97.1,2.89,12.7,0.0027,0.88,550064143.0,550.064143,FoxRidge_Nat_7_M_Co,FoxRidge,7.0,Nat,M,Co,5079.0,0.0251,12.6,0.9333333333,0.00396,0.912,12298.0,1.2298,15.49548,1.147813333,1.072005,0.11379,Natural,FoxRidge,,,4.0,14.0,5079.0,-88.163216,39.393248,P4_Nat,,,,,,,,2018,Woody Wetlands,Deciduous Forest,35.66105437,1.564507448,35.66105437,,,,,17029,15017.6,56152.7,17407.8,15476.6,100204.3,5063.0,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5084,97.1,2.88,11.9,0.00249,0.528,552146115.0,552.146115,Chesterfield_Ag_48_F_So,Chesterfield,48.0,Ag,F,So,5084.0,0.122,18.1,1.42519685,0.0256,0.449,4877.0,0.4877,8.82737,0.6950685039,0.998311,0.171547,Agricultural,Chesterfield,,,7.0,97.0,5084.0,-90.63545798,38.66890403,P7_Ag,,,,,,,,2018,"Developed, Low Intensity","Developed, Medium Intensity",9.501385042,1.593606223,9.501385042,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5086,97.5,2.47,12.1,0.00255,0.814,549751087.0,549.751087,Weston_Ag_161_M_Wa,Weston,161.0,Ag,M,Wa,5086.0,0.2,17.4,1.462184874,0.00304,3.23,14494.0,1.4494,25.21956,2.119290756,1.072535,0.342988,Agricultural,Weston,,,1.0,113.0,5086.0,-83.79889,41.37218297,P1_Ag,,,,,,,,2018,"Developed, Medium Intensity",Cultivated Crops,82.48962656,0.6960728422,82.48962656,,,,,39173,20519.3,51872.6,3321.8,7535.9,120506.6,6009.6,2.747639e-08,296.08673,284.08786,990.5662,0.29595977
5089,97.3,2.67,12.2,0.00215,0.858,546247637.0,546.247637,WeldonSprings_Nat_83_F_Wa,WeldonSprings,83.0,Nat,F,Wa,5089.0,0.115,21.1,1.743801653,0.0109,1.39,5718.0,0.5718,12.06498,0.9971057851,1.024122,0.070054,Natural,WeldonSprings,,,8.0,136.0,5089.0,-90.73639403,38.65643696,P8_Nat,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,32.41895262,1.606827745,32.41895262,,,,,29183,989.8,15110.8,530.1,19564.9,22434.9,2563.9,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5097,96.9,3.14,16.1,0.00315,1.36,492267912.0,492.267912,Mulberry_Ag_10_F_Co,Mulberry,10.0,Ag,F,Co,5097.0,0.00235,50.6,4.147540984,0.00398,2.87,11057.0,1.1057,55.94842,4.585936066,3.228694,0.835911,Agricultural,Mulberry,,,5.0,115.0,5097.0,-89.272475,38.755485,P5_Ag,,,,,,,,2018,"Developed, Open Space",Cultivated Crops,39.82300885,1.76620195,39.82300885,,,,,17005,6741.0,24958.5,8448.9,4030.5,60385.5,3878.4,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5098,97.1,2.95,13.7,0.00241,0.663,559085623.0,559.085623,Bradley_Ag_128_F_Co,Bradley,128.0,Ag,F,Co,5098.0,0.0334,13.8,0.8571428571,0.00595,0.138,10458.0,1.0458,14.43204,0.8964,0.955782,0.078189,Agricultural,Bradley,,,14.0,116.0,5098.0,-87.81988903,41.16467102,P14_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,69.40071803,0.983290477,69.40071803,,,,,17091,7599.6,67040.6,9814.2,9303.1,108801.1,7824.2,2.6512279e-08,296.63098,283.97635,1040.8037,0.32317045
5099,97.1,2.87,14.0,0.00204,0.617,538435980.0,538.43598,Granite_Ag_46_M_Co,Granite,46.0,Ag,M,Co,5099.0,0.0104,19.4,1.416058394,0.00555,1.97,11654.0,1.1654,22.60876,1.650274453,1.555686,0.163267,Agricultural,Granite,,,6.0,118.0,5099.0,-90.065665,38.670222,P6_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,56.39534884,1.530050444,56.39534884,,,,,17119,10957.8,47218.0,11931.3,5652.4,93448.2,5852.5,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
5100,97.3,2.66,13.3,0.00191,0.699,547325246.0,547.325246,Lawrence_Nat_158_F_Co,Lawrence,158.0,Nat,F,Co,5100.0,0.0248,14.3,1.021428571,0.00328,0.544,11654.0,1.1654,16.66522,1.190372857,1.115176,0.212183,Natural,Lawrence,,,17.0,168.0,5100.0,-95.241462,38.927036,P17_Nat,,,,,,,,2018,"Developed, Medium Intensity",Pasture/Hay,41.77392278,1.872383738,41.77392278,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5102,97.2,2.77,11.0,0.00212,0.6,551565718.0,551.565718,Nunemaker_Ag_172_F_Wa,Nunemaker,172.0,Ag,F,Wa,5102.0,0.00152,46.7,3.511278195,0.00515,1.53,11034.0,1.1034,51.52878,3.874344361,4.45214,1.272935,Agricultural,Nunemaker,,,16.0,119.0,5102.0,-95.215847,38.988681,P16_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,47.75578478,1.710170229,47.75578478,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5105,98.1,1.92,12.4,0.00244,0.666,540974064.0,540.974064,Lawrence_Nat_33_M_Co,Lawrence,33.0,Nat,M,Co,5105.0,0.025,13.2,1.2,0.00645,0.693,10833.0,1.0833,14.29956,1.29996,1.075129,0.235507,Natural,Lawrence,,,17.0,122.0,5105.0,-95.241462,38.927036,P17_Nat,,,,,,,,2018,"Developed, Medium Intensity",Pasture/Hay,41.77392278,1.872383738,41.77392278,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5110,97.1,2.92,12.3,0.00252,0.77,566943748.0,566.943748,Aurora_Nat_107_F_Co,Aurora,107.0,Nat,F,Co,5110.0,0.022,10.7,0.8629032258,0.00512,0.16,12991.0,1.2991,13.90037,1.120997581,0.931424,0.277739,Natural,Aurora,,,3.0,123.0,5110.0,-84.89810603,39.05562996,P3_Nat,,,,,,,,2018,"Developed, Medium Intensity",Water,10.43046358,1.956058501,10.43046358,,,,,18029,2279.6,2392.4,277.7,1153.7,13143.0,1680.2,3.6089663e-08,297.56015,286.21942,961.5629,0.32453346
5115,97.2,2.78,12.0,0.00311,0.701,559687113.0,559.687113,Aurora_Nat_73_M_Wa,Aurora,73.0,Nat,M,Wa,5115.0,0.0249,13.0,1.056910569,0.00684,0.198,11431.0,1.1431,14.8603,1.208154472,1.050158,0.299323,Natural,Aurora,,,3.0,130.0,5115.0,-84.89810603,39.05562996,P3_Nat,,,,,,,,2018,"Developed, Medium Intensity",Water,10.43046358,1.956058501,10.43046358,,,,,18029,2279.6,2392.4,277.7,1153.7,13143.0,1680.2,3.6089663e-08,297.56015,286.21942,961.5629,0.32453346
5116,97.4,2.65,12.1,0.00277,0.777,535046470.0,535.04647,Keysport_Nat_43_F_Co,Keysport,43.0,Nat,F,Co,5116.0,0.0356,14.0,1.166666667,0.00508,0.467,10908.0,1.0908,15.2712,1.2726,1.140712,0.212186,Natural,Keysport,,,5.0,148.0,5116.0,-89.277403,38.732444,P5_Nat,,,,,,,,2018,Water,Water,23.25131324,1.734988754,23.25131324,,,,,17027,13529.3,65777.3,8703.3,16995.6,103356.1,2734.1,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5117,97.2,2.85,17.0,0.00399,0.903,519134047.0,519.134047,Bradley_Ag_170_M_Co,Bradley,170.0,Ag,M,Co,5117.0,0.00257,51.1,4.223140496,0.00665,3.01,11145.0,1.1145,56.95095,4.706690083,3.358486,0.922193,Agricultural,Bradley,,,14.0,89.0,5117.0,-87.81988903,41.16467102,P14_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,69.40071803,0.983290477,69.40071803,,,,,17091,7599.6,67040.6,9814.2,9303.1,108801.1,7824.2,2.6512279e-08,296.63098,283.97635,1040.8037,0.32317045
5122,97.2,2.75,13.0,0.00208,0.846,573189722.0,573.189722,Mccombe_Ag_38_F_Co,Mccombe,38.0,Ag,F,Co,5122.0,0.0337,13.0,0.7647058824,0.00401,0.356,11450.0,1.145,14.885,0.8755882353,0.982509,0.080288,Agricultural,Mccombe,,,2.0,61.0,5122.0,-83.78943597,41.06360497,P2_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,85.55617045,0.7680947532,85.55617045,,,,,39063,18613.7,48696.8,2929.9,6853.9,109614.5,5550.2,2.747639e-08,296.08673,284.08786,990.5662,0.29595977
5125,97.0,3.03,13.2,0.00324,0.95,551412699.0,551.412699,Kakanee_Nat_61_F_Wa,Kakanee,61.0,Nat,F,Wa,5125.0,1e-05,6.89,0.53,0.00474,1.15,25137.0,2.5137,17.319393,1.332261,0.954502,0.100025,Natural,Kakanee,,,14.0,124.0,5125.0,-87.89857297,41.15132703,P14_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",5.109085888,1.724995542,5.109085888,,,,,17091,7599.6,67040.6,9814.2,9303.1,108801.1,7824.2,2.6512279e-08,296.63098,283.97635,1040.8037,0.32317045
5134,97.1,2.94,11.5,0.00168,0.639,579755001.0,579.755001,AgLaughrey_Ag_74_F_Co,AgLaughrey,74.0,Ag,F,Co,5134.0,0.000521,45.0,3.409090909,0.00301,1.36,11043.0,1.1043,49.6935,3.764659091,3.645526,0.57177,Agricultural,AgLaughrey,,,3.0,125.0,5134.0,-84.92674196,39.01893298,P3_Ag,,,,,,,,2018,"Developed, Low Intensity",Deciduous Forest,37.32374896,1.697355859,37.32374896,,,,,18029,2279.6,2392.4,277.7,1153.7,13143.0,1680.2,3.6089663e-08,297.56015,286.21942,961.5629,0.32453346
5136,97.0,3.04,11.6,0.00178,0.723,580527717.0,580.527717,AgLaughrey_Ag_40_F_Co,AgLaughrey,40.0,Ag,F,Co,5136.0,0.000763,45.6,3.965217391,0.0033,1.15,11455.0,1.1455,52.2348,4.542156522,3.695114,0.981644,Agricultural,AgLaughrey,,,3.0,99.0,5136.0,-84.92674196,39.01893298,P3_Ag,,,,,,,,2018,"Developed, Low Intensity",Deciduous Forest,37.32374896,1.697355859,37.32374896,,,,,18029,2279.6,2392.4,277.7,1153.7,13143.0,1680.2,3.6089663e-08,297.56015,286.21942,961.5629,0.32453346
5137,97.4,2.64,11.9,0.00318,0.779,543475412.0,543.475412,Pontiac_Nat_59_F_So,Pontiac,59.0,Nat,F,So,5137.0,0.0324,13.0,1.120689655,0.00802,0.541,10026.0,1.0026,13.0338,1.123603448,1.02347,0.189692,Natural,Pontiac,,,13.0,91.0,5137.0,-88.62446599,40.87326997,P13_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",22.20994475,1.482814351,22.20994475,,,,,17105,13684.8,112573.9,19155.7,18440.1,195493.8,14489.9,2.3720114e-08,297.04355,284.3794,1066.926,0.35993263
5138,96.7,3.3,14.0,0.00265,1.02,535570564.0,535.570564,Maume_Nat_175_F_Co,Maume,175.0,Nat,F,Co,5138.0,0.0251,13.7,1.151260504,0.00509,1.51,11854.0,1.1854,16.23998,1.364704202,1.018971,0.137473,Natural,Maume,,,1.0,182.0,5138.0,-83.66247503,41.55656599,P1_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",4.182825485,2.059166944,4.182825485,,,,,39095,4022.6,12178.8,617.0,1442.2,23929.0,1283.7,2.7012604e-08,296.11554,283.69983,1012.9189,0.2776276
5142,97.1,2.92,14.5,0.00393,0.877,539710252.0,539.710252,Prairie_Ag_98_F_So,Prairie,98.0,Ag,F,So,5142.0,0.0372,104.0,7.428571429,0.00855,4.15,10081.0,1.0081,104.8424,7.488742857,7.574038,2.30322,Agricultural,Prairie,,,15.0,126.0,5142.0,-86.73699299,41.35604002,P15_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,73.9430782,1.042447828,73.9430782,,,,,18091,5810.3,24744.9,15466.4,3062.3,94312.4,9192.4,3.228768e-08,296.8684,284.2088,1039.7712,0.35223144
5144,90.4,9.56,19.8,0.0104,1.17,262611203.0,262.611203,AgLaughrey_Ag_108_M_Co,AgLaughrey,108.0,Ag,M,Co,5144.0,0.00154,25.8,1.779310345,0.00643,1.29,11347.0,1.1347,29.27526,2.018983448,2.425692,0.433556,Agricultural,AgLaughrey,,,3.0,127.0,5144.0,-84.92674196,39.01893298,P3_Ag,,,,,,,,2018,"Developed, Low Intensity",Deciduous Forest,37.32374896,1.697355859,37.32374896,,,,,18029,2279.6,2392.4,277.7,1153.7,13143.0,1680.2,3.6089663e-08,297.56015,286.21942,961.5629,0.32453346
5145,97.1,2.94,19.8,0.00276,0.739,518251370.0,518.25137,Hickory_Ag_22_F_Co,Hickory,22.0,Ag,F,Co,5145.0,0.00597,10.7,0.5404040404,0.00387,0.965,22078.0,2.2078,23.62346,1.19310404,1.07576,0.109755,Agricultural,Hickory,,,11.0,73.0,5145.0,-90.26269396,40.17519498,P11_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,68.22585109,1.123717256,68.22585109,,,,,17169,3751.2,33578.0,5021.8,2793.5,48683.3,1251.0,2.3356357e-08,298.07678,285.13168,1087.3728,0.37279233
5147,97.4,2.6,11.8,0.00292,0.784,577916533.0,577.916533,Mulberry_Ag_142_F_Co,Mulberry,142.0,Ag,F,Co,5147.0,0.00146,35.9,1.813131313,0.00615,1.05,11480.0,1.148,41.2132,2.081474747,3.116942,0.827526,Agricultural,Mulberry,,,5.0,129.0,5147.0,-89.272475,38.755485,P5_Ag,,,,,,,,2018,"Developed, Open Space",Cultivated Crops,39.82300885,1.76620195,39.82300885,,,,,17005,6741.0,24958.5,8448.9,4030.5,60385.5,3878.4,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5150,97.2,2.77,14.9,0.00233,0.662,540468386.0,540.468386,Greenup_Ag_200_M_Wa,Greenup,200.0,Ag,M,Wa,5150.0,0.0236,13.5,1.144067797,0.0047,0.373,12076.0,1.2076,16.3026,1.381576271,1.000389,0.118504,Agricultural,Greenup,,,4.0,131.0,5150.0,-88.139778,39.305104,P4_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,56.18442849,1.282806593,56.18442849,,,,,17035,9109.4,29150.7,11422.7,10059.2,58719.1,3004.6,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5151,97.0,3.04,13.6,0.00213,0.801,543068419.0,543.068419,Keysport_Nat_9_F_Wa,Keysport,9.0,Nat,F,Wa,5151.0,0.0246,12.9,0.8657718121,0.00525,0.983,14361.0,1.4361,18.52569,1.243334899,1.137551,0.699117,Natural,Keysport,,,5.0,132.0,5151.0,-89.277403,38.732444,P5_Nat,,,,,,,,2018,Water,Water,23.25131324,1.734988754,23.25131324,,,,,17027,13529.3,65777.3,8703.3,16995.6,103356.1,2734.1,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5156,97.0,2.98,14.2,0.00267,0.665,551839569.0,551.839569,Kakanee_Nat_152_M_Co,Kakanee,152.0,Nat,M,Co,5156.0,0.057,15.5,1.139705882,0.00472,0.309,11968.0,1.1968,18.5504,1.364,1.115935,0.205184,Natural,Kakanee,,,14.0,84.0,5156.0,-87.89857297,41.15132703,P14_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",5.109085888,1.724995542,5.109085888,,,,,17091,7599.6,67040.6,9814.2,9303.1,108801.1,7824.2,2.6512279e-08,296.63098,283.97635,1040.8037,0.32317045
5157,90.0,10.0,21.0,0.0125,0.99,241510763.0,241.510763,WeldonSprings_Nat_117_M_Co,WeldonSprings,117.0,Nat,M,Co,5157.0,0.0252,10.7,0.7535211268,0.00576,0.64,12373.0,1.2373,13.23911,0.9323316901,1.040081,0.256216,Natural,WeldonSprings,,,8.0,144.0,5157.0,-90.73639403,38.65643696,P8_Nat,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,32.41895262,1.606827745,32.41895262,,,,,29183,989.8,15110.8,530.1,19564.9,22434.9,2563.9,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5161,90.4,9.62,18.2,0.012,1.03,239357197.0,239.357197,Greentree_Nat_145_M_Co,Greentree,145.0,Nat,M,Co,5161.0,0.0196,10.5,0.5,0.00755,0.105,10445.0,1.0445,10.96725,0.52225,1.050682,0.220579,Natural,Greentree,,,7.0,162.0,5161.0,-90.447501,38.558781,P7_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Open Space",0.996126176,1.933408582,0.996126176,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
5163,97.3,2.66,13.5,0.00267,0.861,549144994.0,549.144994,Lawrence_Nat_185_F_So,Lawrence,185.0,Nat,F,So,5163.0,0.000935,54.7,3.005494505,0.00622,0.832,10906.0,1.0906,59.65582,3.277792308,4.063073,0.639109,Natural,Lawrence,,,17.0,135.0,5163.0,-95.241462,38.927036,P17_Nat,,,,,,,,2018,"Developed, Medium Intensity",Pasture/Hay,41.77392278,1.872383738,41.77392278,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5165,96.8,3.15,11.7,0.00166,0.663,568801169.0,568.801169,Mulberry_Ag_44_M_So,Mulberry,44.0,Ag,M,So,5165.0,0.0085,56.2,4.162962963,0.0041,0.912,10685.0,1.0685,60.0497,4.448125926,4.552724,1.017472,Agricultural,Mulberry,,,5.0,137.0,5165.0,-89.272475,38.755485,P5_Ag,,,,,,,,2018,"Developed, Open Space",Cultivated Crops,39.82300885,1.76620195,39.82300885,,,,,17005,6741.0,24958.5,8448.9,4030.5,60385.5,3878.4,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5169,97.3,2.7,15.0,0.00177,0.862,549593644.0,549.593644,Maume_Nat_135_M_Wa,Maume,135.0,Nat,M,Wa,5169.0,0.00181,41.7,3.564102564,0.00667,1.96,11054.0,1.1054,46.09518,3.939758974,2.944147,0.611071,Natural,Maume,,,1.0,186.0,5169.0,-83.66247503,41.55656599,P1_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",4.182825485,2.059166944,4.182825485,,,,,39095,4022.6,12178.8,617.0,1442.2,23929.0,1283.7,2.7012604e-08,296.11554,283.69983,1012.9189,0.2776276
5170,97.4,2.62,12.7,0.00268,0.844,534982711.0,534.982711,WSCSoy2_Ag_118_F_So,WSCSoy2,118.0,Ag,F,So,5170.0,0.0277,13.0,0.8666666667,0.00468,0.248,11652.0,1.1652,15.1476,1.00984,1.02848,0.090901,Agricultural,WSCSoy2,,,8.0,177.0,5170.0,-90.7440433,38.6589929,P8_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,40.76327434,1.619972313,40.76327434,,,,,29183,989.8,15110.8,530.1,19564.9,22434.9,2563.9,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5171,97.6,2.41,12.3,0.00273,0.794,529004467.0,529.004467,Kansas_Nat_99_M_Co,Kansas,99.0,Nat,M,Co,5171.0,0.0108,19.5,1.535433071,0.00487,1.51,10935.0,1.0935,21.32325,1.678996063,1.493698,0.172289,Natural,Kansas,,,16.0,82.0,5171.0,-95.239938,39.001464,P16_Nat,,,,,,,,2018,Woody Wetlands,Cultivated Crops,39.82127897,1.933302765,39.82127897,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,9.440709e-09,299.20645,285.90796,1073.8074,0.5576726
5176,97.3,2.68,11.8,0.00219,0.571,552899347.0,552.899347,Chesterfield_Ag_82_M_Co,Chesterfield,82.0,Ag,M,Co,5176.0,0.0224,12.1,0.9837398374,0.00497,0.358,11341.0,1.1341,13.72261,1.11565935,1.066766,0.260602,Agricultural,Chesterfield,,,7.0,140.0,5176.0,-90.63545798,38.66890403,P7_Ag,,,,,,,,2018,"Developed, Low Intensity","Developed, Medium Intensity",9.501385042,1.593606223,9.501385042,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5183,97.2,2.84,12.1,0.00284,0.888,540985363.0,540.985363,Knox_Nat_29_F_Co,Knox,29.0,Nat,F,Co,5183.0,0.0145,14.5,1.228813559,0.00602,1.48,12325.0,1.2325,17.87125,1.514512712,1.242624,0.356323,Natural,Knox,,,15.0,141.0,5183.0,-86.746256,41.31732501,P15_Nat,,,,,,,,2018,Woody Wetlands,Woody Wetlands,19.61325967,1.20115978,19.61325967,,,,,18149,2756.5,13171.5,7393.4,1462.6,47365.2,4466.7,3.228768e-08,296.8684,284.2088,1039.7712,0.35223144
5189,96.8,3.24,14.0,0.0037,0.95,494482592.0,494.482592,Kakanee_Nat_127_M_Co,Kakanee,127.0,Nat,M,Co,5189.0,0.0228,15.4,1.272727273,0.00397,0.668,11932.0,1.1932,18.37528,1.518618182,1.290373,0.296038,Natural,Kakanee,,,14.0,185.0,5189.0,-87.89857297,41.15132703,P14_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",5.109085888,1.724995542,5.109085888,,,,,17091,7599.6,67040.6,9814.2,9303.1,108801.1,7824.2,2.6512279e-08,296.63098,283.97635,1040.8037,0.32317045
